Grupa	Podgrupa	Šifra	Naziv Latinski	Naziv		Šifra	Naziv engleski
V01-Y98	V20-V29	V29.5	PROLAZNIK POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	PROLAZNIK POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	1	V29.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident
V01-Y98	V20-V29	V29.6	MOTOCIKLISTA (NEPOZNAT) POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	MOTOCIKLISTA (NEPOZNAT) POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	1	V29.6	Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident
V01-Y98	V20-V29	V29.8	MOTOCIKLISTA (SVAKI) POVRIJEDJEN U DRUGIM OZNAČENIM SAOBRACAJNIM UDESIMA	MOTOCIKLISTA (SVAKI) POVRIJEDJEN U DRUGIM OZNAČENIM SAOBRACAJNIM UDESIMA	1	V29.8	Motorcycle rider [any] injured in other specified transport accidents
V01-Y98	V20-V29	V29.9	MOTOCIKLISTA (SVAKI) POVRIJEDJEN U NEOZNAČENOM SAOBRACAJNOM UDESU	MOTOCIKLISTA (SVAKI) POVRIJEDJEN U NEOZNAČENOM SAOBRACAJNOM UDESU	1	V29.9	Motorcycle rider [any] injured in unspecified traffic accident
V01-Y98	V30-V39	V30	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA PJESAKOM ILI ZIVOTINJOM	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA PJESAKOM ILI ZIVOTINJOM	1	V30.-	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal
V01-Y98	V30-V39	V30.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V30.0	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Driver injured in nontraffic accident
V01-Y98	V30-V39	V30.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V30.1	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V30.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V30.2	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V30.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V30.3	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V30.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V30.4	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Person injured while boarding or alighting
V01-Y98	V30-V39	V30.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V30.5	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Driver injured in traffic accident
V01-Y98	V30-V39	V30.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V30.6	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Passenger injured in traffic accident
V01-Y98	V30-V39	V30.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V30.7	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V30.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V30.9	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V31	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA BICIKLISTOM	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA BICIKLISTOM	1	V31.-	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle
V01-Y98	V30-V39	V31.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V31.0	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Driver injured in nontraffic accident
V01-Y98	V30-V39	V31.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V31.1	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V31.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V31.2	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V31.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V31.3	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V31.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V31.4	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Person injured while boarding or alighting
V01-Y98	V30-V39	V31.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V31.5	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Driver injured in traffic accident
V01-Y98	V30-V39	V31.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V31.6	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Passenger injured in traffic accident
V01-Y98	V30-V39	V31.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V31.7	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V31.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V31.9	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V32	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA MOTORNIM VOZILOM SA DVA ILI TRI TOCKA	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA MOTORNIM VOZILOM SA DVA ILI TRI TOCKA	1	V32.-	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle
V01-Y98	V30-V39	V32.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V32.0	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident
V01-Y98	V30-V39	V32.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V32.1	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V32.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V32.2	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V32.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V32.3	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V32.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V32.4	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting
V01-Y98	V30-V39	V32.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V32.5	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident
V01-Y98	V30-V39	V32.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V32.6	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident
V01-Y98	V30-V39	V32.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V32.7	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V32.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V32.9	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V33	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA AUTOMOBILOM, DOSTAVNIM VOZILOM ILI KAMIONOM	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA AUTOMOBILOM, DOSTAVNIM VOZILOM ILI KAMIONOM	1	V33.-	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van
V01-Y98	V30-V39	V33.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V33.0	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident
V01-Y98	V30-V39	V33.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V33.1	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V33.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V33.2	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V33.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V33.3	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V33.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V33.4	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Person injured while boarding or alighting
V01-Y98	V30-V39	V33.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V33.5	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Driver injured in traffic accident
V01-Y98	V30-V39	V33.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V33.6	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Passenger injured in traffic accident
V01-Y98	V30-V39	V33.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V33.7	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V33.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V33.9	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V34	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA TESKIM TRANSPORTNIM VOZILOM ILI AUTOBUSOM	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA TESKIM TRANSPORTNIM VOZILOM ILI AUTOBUSOM	1	V34.-	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus
V01-Y98	V30-V39	V34.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V34.0	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident
V01-Y98	V30-V39	V34.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V34.1	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V34.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V34.2	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V34.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V34.3	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V34.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V34.4	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting
V01-Y98	V30-V39	V34.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V34.5	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident
V01-Y98	V30-V39	V34.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V34.6	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident
V01-Y98	V30-V39	V34.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V34.7	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V34.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V34.9	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V35	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA ZELJEZNICKIM VOZOM ILI VOZILOM NA ZELJEZNICKOJ PRUZI	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA ZELJEZNICKIM VOZOM ILI VOZILOM NA ZELJEZNICKOJ PRUZI	1	V35.-	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle
V01-Y98	V30-V39	V35.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V35.0	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident
V01-Y98	V30-V39	V35.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V35.1	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V35.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V35.2	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V35.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V35.3	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V35.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V35.4	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Person injured while boarding or alighting
V01-Y98	V30-V39	V35.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V35.5	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Driver injured in traffic accident
V01-Y98	V30-V39	V35.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V35.6	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Passenger injured in traffic accident
V01-Y98	V30-V39	V35.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V35.7	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V35.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V35.9	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V36	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA DRUGIM VOZILOM BEZ MOTORA	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA DRUGIM VOZILOM BEZ MOTORA	1	V36.-	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle
V01-Y98	V30-V39	V36.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V36.0	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident
V01-Y98	V30-V39	V36.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V36.1	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V36.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V36.2	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V36.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V36.3	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V36.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V36.4	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Person injured while boarding or alighting
V01-Y98	V30-V39	V36.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V36.5	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Driver injured in traffic accident
V01-Y98	V30-V39	V36.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V36.6	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Passenger injured in traffic accident
V01-Y98	V30-V39	V36.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V36.7	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V36.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V36.9	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V37	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA FIKSIRANIM ILI NEPOKRETNIM PREDMETOM	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA FIKSIRANIM ILI NEPOKRETNIM PREDMETOM	1	V37.-	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object
V01-Y98	V30-V39	V37.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V37.0	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Driver injured in nontraffic accident
V01-Y98	V30-V39	V37.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V37.1	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V37.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V37.2	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V37.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V37.3	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V37.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V37.4	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Person injured while boarding or alighting
